epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.3499999940395355,0.33000001311302185,0.0010000000474974513,5.187905311584473,0.3636363744735718,0.4000000059604645,0.5,0.5,0.6975467801094055,0.0,0.0
1,0.4000000059604645,0.375,0.0010000000474974513,2.861903667449951,0.4166666567325592,0.5,0.5,0.5,0.6943596005439758,0.0,0.0
